ID,Title,Release Date,Run Time,Genre
1538,Bad Santa 2,15/11/2016,92,Comedy
1321,Free Fire,08/09/2016,90,Comedy
1501,Ghostbusters,09/07/2016,116,Comedy
1498,The Nice Guys,15/05/2016,116,Comedy
1495,Zoolander 2,04/02/2016,102,Comedy
1587,Ted 2,24/06/2015,115,Comedy
