ID,Title,Release Date,Run Time,Genre
1540,Passengers,21/12/2016,116,Science Fiction
1539,Rogue One: A Star Wars Story,10/12/2016,133,Science Fiction
1463,Star Trek Beyond,07/07/2016,122,Science Fiction
1500,Independence Day: Resurgence,20/06/2016,120,Science Fiction
1120,Star Wars: The Force Awakens,17/12/2015,136,Science Fiction
